date,description,category,type
2025-07-26,Beli sepatu di Tokopedia,Shopping,expense
2025-06-20,Gaji Bulanan PT Astra,Salary,income
2025-05-19,Tunjangan transportasi kantor,Salary,income
2025-09-15,Beli kopi di Starbucks,Food & Dining,expense
2025-05-01,Beli game di Steam,Entertainment,expense
2025-05-03,Langganan internet Indihome,Bills & Utilities,expense
2025-10-06,Pembayaran tagihan PLN,Bills & Utilities,expense
2024-12-29,Langganan Spotify Premium,Entertainment,expense
2024-12-21,Beli tiket konser musik,Entertainment,expense
2025-05-11,Beli jajanan di Indomaret,Food & Dining,expense
2025-02-13,Isi bensin di SPBU Pertamina,Transportation,expense
2024-11-02,Beli obat di apotek Kimia Farma,Health & Medical,expense
2025-10-01,Pesan jam tangan Casio online,Shopping,expense
2025-05-27,Langganan Spotify Premium,Entertainment,expense
2025-02-16,Parkir di Mall Kelapa Gading,Transportation,expense
2025-04-17,Dinner di restoran Jepang,Food & Dining,expense
2025-01-26,Pesan makanan lewat GoFood,Food & Dining,expense
2024-11-07,Langganan Netflix bulanan,Entertainment,expense
2025-09-01,Beli vitamin di Guardian,Health & Medical,expense
2025-02-22,Beli obat di apotek Kimia Farma,Health & Medical,expense
2024-12-12,Makan siang di Warteg Bu Siti,Food & Dining,expense
2025-06-07,Naik Gojek ke kantor,Transportation,expense
2025-02-24,Naik Gojek ke kantor,Transportation,expense
2025-05-15,Langganan Netflix bulanan,Entertainment,expense
2025-07-25,Bayar tagihan air PDAM,Bills & Utilities,expense
2025-01-01,Makan siang di Warteg Bu Siti,Food & Dining,expense
2025-02-18,Tiket KRL Bekasi-Jakarta,Transportation,expense
2025-04-03,Tes antigen di klinik terdekat,Health & Medical,expense
2025-10-01,Bayar tol JORR,Transportation,expense
2025-02-20,Cek kesehatan di RS Hermina,Health & Medical,expense
2025-09-25,Belanja baju di H&M,Shopping,expense
2025-05-21,Isi bensin di SPBU Pertamina,Transportation,expense
2024-11-22,Beli gadget di Shopee,Shopping,expense
2025-01-19,Bayar tol JORR,Transportation,expense
2025-08-02,Beli game di Steam,Entertainment,expense
2025-04-16,Pembayaran tagihan PLN,Bills & Utilities,expense
2025-07-17,Beli game di Steam,Entertainment,expense
2025-05-19,Pesan jam tangan Casio online,Shopping,expense
2025-05-02,Pesan makanan lewat GoFood,Food & Dining,expense
2025-06-21,Beli jajanan di Indomaret,Food & Dining,expense
2025-03-24,Beli kopi di Starbucks,Food & Dining,expense
2025-06-16,Biaya konsultasi dokter umum,Health & Medical,expense
2025-05-21,Pendapatan tambahan dari klien,Salary,income
2025-07-20,Bayar iuran kebersihan bulanan,Bills & Utilities,expense
2025-02-23,Dinner di restoran Jepang,Food & Dining,expense
2025-04-09,Belanja baju di H&M,Shopping,expense
2025-06-09,Langganan Netflix bulanan,Entertainment,expense
2024-12-08,Cek kesehatan di RS Hermina,Health & Medical,expense
2024-11-17,Isi bensin di SPBU Pertamina,Transportation,expense
2025-10-01,Pesan jam tangan Casio online,Shopping,expense
2024-11-11,Bayar tol JORR,Transportation,expense
2025-01-26,Beli obat di apotek Kimia Farma,Health & Medical,expense
2025-09-30,Tes antigen di klinik terdekat,Health & Medical,expense
2025-06-24,Isi bensin di SPBU Pertamina,Transportation,expense
2025-03-26,Pesan makanan lewat GoFood,Food & Dining,expense
2025-01-27,Bonus akhir tahun,Salary,income
2025-06-24,Langganan Netflix bulanan,Entertainment,expense
2025-10-17,Beli jajanan di Indomaret,Food & Dining,expense
2025-02-21,Dinner di restoran Jepang,Food & Dining,expense
2025-03-15,Tiket KRL Bekasi-Jakarta,Transportation,expense
2025-07-22,Langganan internet Indihome,Bills & Utilities,expense
2025-03-28,Beli tiket konser musik,Entertainment,expense
2025-07-11,Beli gadget di Shopee,Shopping,expense
2024-12-11,Langganan internet Indihome,Bills & Utilities,expense
2025-04-03,Beli vitamin di Guardian,Health & Medical,expense
2025-03-31,Pesan makanan lewat GoFood,Food & Dining,expense
2025-08-06,Pembayaran tagihan PLN,Bills & Utilities,expense
2025-01-04,Biaya konsultasi dokter umum,Health & Medical,expense
2025-08-01,Tunjangan transportasi kantor,Salary,income
2025-05-23,Bayar tol JORR,Transportation,expense
2025-01-30,Belanja baju di H&M,Shopping,expense
2025-05-04,Belanja baju di H&M,Shopping,expense
2025-07-04,Isi bensin di SPBU Pertamina,Transportation,expense
2025-03-02,Tiket KRL Bekasi-Jakarta,Transportation,expense
2025-09-15,Beli vitamin di Guardian,Health & Medical,expense
2025-06-14,Beli game di Steam,Entertainment,expense
2025-01-16,Pesan makanan lewat GoFood,Food & Dining,expense
2025-06-29,Beli jajanan di Indomaret,Food & Dining,expense
2025-09-15,Beli jajanan di Indomaret,Food & Dining,expense
2024-11-08,Pendapatan tambahan dari klien,Salary,income
2025-09-29,Beli obat di apotek Kimia Farma,Health & Medical,expense
2025-05-21,Gaji Bulanan PT Astra,Salary,income
2024-11-25,Beli kopi di Starbucks,Food & Dining,expense
2024-10-26,Nonton di XXI Mall of Indonesia,Entertainment,expense
2025-06-12,Beli jajanan di Indomaret,Food & Dining,expense
2025-09-03,Beli sepatu di Tokopedia,Shopping,expense
2025-06-26,Langganan Spotify Premium,Entertainment,expense
2024-10-30,Beli game di Steam,Entertainment,expense
2025-07-31,Pendapatan tambahan dari klien,Salary,income
2024-10-30,Pembayaran tagihan PLN,Bills & Utilities,expense
2025-07-23,Tiket KRL Bekasi-Jakarta,Transportation,expense
2025-07-06,Beli sepatu di Tokopedia,Shopping,expense
2025-01-21,Beli vitamin di Guardian,Health & Medical,expense
2025-07-17,Gaji Bulanan PT Astra,Salary,income
2025-01-28,Beli kopi di Starbucks,Food & Dining,expense
2025-02-28,Bayar tol JORR,Transportation,expense
2025-03-07,Cek kesehatan di RS Hermina,Health & Medical,expense
2024-12-01,Beli vitamin di Guardian,Health & Medical,expense
2025-06-14,Pesan jam tangan Casio online,Shopping,expense
2025-10-13,Isi bensin di SPBU Pertamina,Transportation,expense
2025-10-07,Pesan makanan lewat GoFood,Food & Dining,expense
2025-09-21,Beli obat di apotek Kimia Farma,Health & Medical,expense
2024-12-08,Beli obat di apotek Kimia Farma,Health & Medical,expense
2025-05-03,Langganan internet Indihome,Bills & Utilities,expense
2024-11-19,Parkir di Mall Kelapa Gading,Transportation,expense
2025-10-16,Langganan Netflix bulanan,Entertainment,expense
2025-07-04,Makan siang di Warteg Bu Siti,Food & Dining,expense
2025-09-17,Beli vitamin di Guardian,Health & Medical,expense
2025-08-07,Cek kesehatan di RS Hermina,Health & Medical,expense
2025-07-19,Beli obat di apotek Kimia Farma,Health & Medical,expense
2025-02-07,Bonus akhir tahun,Salary,income
2025-06-22,Tes antigen di klinik terdekat,Health & Medical,expense
2024-11-29,Beli sepatu di Tokopedia,Shopping,expense
2025-07-27,Beli tiket konser musik,Entertainment,expense
2025-01-21,Naik Gojek ke kantor,Transportation,expense
2024-10-30,Cek kesehatan di RS Hermina,Health & Medical,expense
2025-01-03,Beli jajanan di Indomaret,Food & Dining,expense
2024-11-30,Beli vitamin di Guardian,Health & Medical,expense
2025-08-06,Belanja baju di H&M,Shopping,expense
2025-05-09,Beli jajanan di Indomaret,Food & Dining,expense
2025-04-09,Langganan Spotify Premium,Entertainment,expense
2025-10-09,Bayar tagihan air PDAM,Bills & Utilities,expense
2025-07-05,Langganan Netflix bulanan,Entertainment,expense
2024-11-18,Beli tiket konser musik,Entertainment,expense
2025-02-17,Gaji proyek freelance,Salary,income
2025-04-14,Beli obat di apotek Kimia Farma,Health & Medical,expense
2025-08-22,Bayar tol JORR,Transportation,expense
2024-11-06,Top up pulsa Telkomsel,Bills & Utilities,expense
2025-06-09,Beli tiket konser musik,Entertainment,expense
2025-04-22,Bayar tagihan air PDAM,Bills & Utilities,expense
2025-05-31,Parkir di Mall Kelapa Gading,Transportation,expense
2025-09-25,Beli jajanan di Indomaret,Food & Dining,expense
2025-09-03,Pembayaran tagihan PLN,Bills & Utilities,expense
2025-10-22,Belanja baju di H&M,Shopping,expense
2025-03-08,Gaji Bulanan PT Astra,Salary,income
2025-10-21,Dinner di restoran Jepang,Food & Dining,expense
2025-05-09,Biaya konsultasi dokter umum,Health & Medical,expense
2024-12-15,Beli gadget di Shopee,Shopping,expense
2025-03-28,Gaji Bulanan PT Astra,Salary,income
2025-03-09,Top up pulsa Telkomsel,Bills & Utilities,expense
2024-12-05,Bonus akhir tahun,Salary,income
2025-06-08,Dinner di restoran Jepang,Food & Dining,expense
2025-07-11,Bayar tol JORR,Transportation,expense
2024-11-04,Pembayaran tagihan PLN,Bills & Utilities,expense
2025-08-01,Tunjangan transportasi kantor,Salary,income
2025-08-24,Pendapatan tambahan dari klien,Salary,income
2025-05-07,Cek kesehatan di RS Hermina,Health & Medical,expense
2025-05-21,Tunjangan transportasi kantor,Salary,income
2025-08-04,Pembayaran tagihan PLN,Bills & Utilities,expense
2025-07-15,Beli jajanan di Indomaret,Food & Dining,expense
2025-01-16,Dinner di restoran Jepang,Food & Dining,expense
2025-03-25,Pesan makanan lewat GoFood,Food & Dining,expense
2025-01-04,Pesan jam tangan Casio online,Shopping,expense
2025-06-01,Bonus akhir tahun,Salary,income
2025-03-24,Pesan jam tangan Casio online,Shopping,expense
2025-04-24,Pembayaran tagihan PLN,Bills & Utilities,expense
2025-09-07,Belanja baju di H&M,Shopping,expense
2025-09-02,Bayar iuran kebersihan bulanan,Bills & Utilities,expense
2024-12-15,Dinner di restoran Jepang,Food & Dining,expense
2024-10-25,Pesan makanan lewat GoFood,Food & Dining,expense
2025-09-04,Top up pulsa Telkomsel,Bills & Utilities,expense
2025-06-04,Top up pulsa Telkomsel,Bills & Utilities,expense
2025-09-20,Pesan jam tangan Casio online,Shopping,expense
2025-03-24,Isi bensin di SPBU Pertamina,Transportation,expense
2025-10-12,Beli hadiah ulang tahun,Shopping,expense
2025-03-31,Dinner di restoran Jepang,Food & Dining,expense
2025-04-03,Dinner di restoran Jepang,Food & Dining,expense
2025-08-12,Pesan jam tangan Casio online,Shopping,expense
2025-04-06,Biaya konsultasi dokter umum,Health & Medical,expense
2025-05-11,Top up pulsa Telkomsel,Bills & Utilities,expense
2025-08-06,Beli sepatu di Tokopedia,Shopping,expense
2025-07-28,Beli jajanan di Indomaret,Food & Dining,expense
2024-11-04,Beli jajanan di Indomaret,Food & Dining,expense
2025-10-19,Beli game di Steam,Entertainment,expense
2025-03-20,Dinner di restoran Jepang,Food & Dining,expense
2025-05-19,Beli obat di apotek Kimia Farma,Health & Medical,expense
2025-01-01,Beli game di Steam,Entertainment,expense
2025-02-22,Beli tiket konser musik,Entertainment,expense
2025-05-26,Belanja baju di H&M,Shopping,expense
2024-11-28,Beli vitamin di Guardian,Health & Medical,expense
2025-06-24,Bayar iuran kebersihan bulanan,Bills & Utilities,expense
2025-07-22,Parkir di Mall Kelapa Gading,Transportation,expense
2025-07-27,Parkir di Mall Kelapa Gading,Transportation,expense
2025-10-16,Tunjangan transportasi kantor,Salary,income
2025-08-22,Tes antigen di klinik terdekat,Health & Medical,expense
2024-12-16,Langganan Netflix bulanan,Entertainment,expense
2025-09-23,Biaya konsultasi dokter umum,Health & Medical,expense
2025-01-15,Beli tiket konser musik,Entertainment,expense
2024-11-13,Langganan Spotify Premium,Entertainment,expense
2025-04-09,Parkir di Mall Kelapa Gading,Transportation,expense
2024-12-15,Beli vitamin di Guardian,Health & Medical,expense
2025-03-03,Gaji Bulanan PT Astra,Salary,income
2025-07-14,Beli jajanan di Indomaret,Food & Dining,expense
2025-10-09,Bayar tol JORR,Transportation,expense
2025-06-07,Isi bensin di SPBU Pertamina,Transportation,expense
2025-06-16,Pesan jam tangan Casio online,Shopping,expense
2025-10-10,Tes antigen di klinik terdekat,Health & Medical,expense
2025-04-16,Isi bensin di SPBU Pertamina,Transportation,expense
2024-12-14,Gaji proyek freelance,Salary,income
2024-12-04,Pesan jam tangan Casio online,Shopping,expense
2025-04-18,Bonus akhir tahun,Salary,income
2025-06-12,Beli gadget di Shopee,Shopping,expense
2025-07-15,Biaya konsultasi dokter umum,Health & Medical,expense
2025-06-22,Top up pulsa Telkomsel,Bills & Utilities,expense
2025-10-13,Gaji proyek freelance,Salary,income
2024-11-25,Top up pulsa Telkomsel,Bills & Utilities,expense
2025-10-20,Beli sepatu di Tokopedia,Shopping,expense
2025-04-15,Gaji Bulanan PT Astra,Salary,income
2025-10-03,Langganan Netflix bulanan,Entertainment,expense
2025-02-23,Biaya konsultasi dokter umum,Health & Medical,expense
2025-07-31,Isi bensin di SPBU Pertamina,Transportation,expense
2025-08-04,Pesan makanan lewat GoFood,Food & Dining,expense
2025-02-17,Langganan internet Indihome,Bills & Utilities,expense
2025-09-09,Beli vitamin di Guardian,Health & Medical,expense
2025-09-14,Beli kopi di Starbucks,Food & Dining,expense
2025-05-12,Beli game di Steam,Entertainment,expense
2025-01-31,Pendapatan tambahan dari klien,Salary,income
2025-05-29,Bayar iuran kebersihan bulanan,Bills & Utilities,expense
2025-10-17,Pembayaran tagihan PLN,Bills & Utilities,expense
2025-03-13,Beli kopi di Starbucks,Food & Dining,expense
2025-08-13,Beli obat di apotek Kimia Farma,Health & Medical,expense
2025-01-25,Pendapatan tambahan dari klien,Salary,income
2025-01-30,Beli gadget di Shopee,Shopping,expense
2025-03-05,Pembayaran tagihan PLN,Bills & Utilities,expense
2025-07-19,Beli game di Steam,Entertainment,expense
2025-08-23,Beli tiket konser musik,Entertainment,expense
2025-05-10,Bayar iuran kebersihan bulanan,Bills & Utilities,expense
2025-04-18,Naik Gojek ke kantor,Transportation,expense
2025-09-03,Pesan jam tangan Casio online,Shopping,expense
2025-09-01,Pesan makanan lewat GoFood,Food & Dining,expense
2025-10-01,Naik Gojek ke kantor,Transportation,expense
2024-12-21,Pesan makanan lewat GoFood,Food & Dining,expense
2024-12-20,Pesan makanan lewat GoFood,Food & Dining,expense
2025-10-12,Pesan makanan lewat GoFood,Food & Dining,expense
2025-05-08,Beli jajanan di Indomaret,Food & Dining,expense
2024-12-31,Bayar iuran kebersihan bulanan,Bills & Utilities,expense
2025-05-26,Parkir di Mall Kelapa Gading,Transportation,expense
2025-09-12,Dinner di restoran Jepang,Food & Dining,expense
2025-08-02,Isi bensin di SPBU Pertamina,Transportation,expense
2025-03-18,Dinner di restoran Jepang,Food & Dining,expense
2025-04-01,Beli kopi di Starbucks,Food & Dining,expense
2025-09-04,Beli vitamin di Guardian,Health & Medical,expense
2024-10-26,Tunjangan transportasi kantor,Salary,income
2025-01-29,Bayar tagihan air PDAM,Bills & Utilities,expense
2025-08-05,Beli vitamin di Guardian,Health & Medical,expense
2025-05-19,Parkir di Mall Kelapa Gading,Transportation,expense
2025-05-22,Beli game di Steam,Entertainment,expense
2025-06-29,Beli game di Steam,Entertainment,expense
2025-08-07,Makan siang di Warteg Bu Siti,Food & Dining,expense
2025-03-20,Bonus akhir tahun,Salary,income
2025-02-14,Tunjangan transportasi kantor,Salary,income
2025-01-16,Tiket KRL Bekasi-Jakarta,Transportation,expense
2025-08-07,Beli vitamin di Guardian,Health & Medical,expense
2025-07-30,Beli game di Steam,Entertainment,expense
2025-08-11,Naik Gojek ke kantor,Transportation,expense
2025-07-27,Tunjangan transportasi kantor,Salary,income
2025-07-26,Cek kesehatan di RS Hermina,Health & Medical,expense
2025-06-04,Beli obat di apotek Kimia Farma,Health & Medical,expense
2025-05-27,Isi bensin di SPBU Pertamina,Transportation,expense
2025-03-23,Bonus akhir tahun,Salary,income
2025-06-09,Beli obat di apotek Kimia Farma,Health & Medical,expense
2024-12-05,Beli gadget di Shopee,Shopping,expense
2025-02-20,Pembayaran tagihan PLN,Bills & Utilities,expense
2025-10-09,Beli jajanan di Indomaret,Food & Dining,expense
2025-09-10,Beli hadiah ulang tahun,Shopping,expense
2025-09-02,Bayar tagihan air PDAM,Bills & Utilities,expense
2025-02-04,Beli kopi di Starbucks,Food & Dining,expense
2025-08-09,Beli obat di apotek Kimia Farma,Health & Medical,expense
2025-03-14,Beli hadiah ulang tahun,Shopping,expense
2025-01-16,Bayar tol JORR,Transportation,expense
2025-03-19,Beli gadget di Shopee,Shopping,expense
2025-07-12,Tiket KRL Bekasi-Jakarta,Transportation,expense
2024-12-30,Langganan Netflix bulanan,Entertainment,expense
2024-11-21,Beli vitamin di Guardian,Health & Medical,expense
2025-10-16,Belanja baju di H&M,Shopping,expense
2025-02-26,Biaya konsultasi dokter umum,Health & Medical,expense
2025-02-25,Pesan makanan lewat GoFood,Food & Dining,expense
2025-06-29,Beli vitamin di Guardian,Health & Medical,expense
2025-09-10,Beli jajanan di Indomaret,Food & Dining,expense
2025-05-02,Pesan jam tangan Casio online,Shopping,expense
2025-09-11,Pembayaran tagihan PLN,Bills & Utilities,expense
2025-05-16,Beli obat di apotek Kimia Farma,Health & Medical,expense
2025-10-12,Tiket KRL Bekasi-Jakarta,Transportation,expense
2025-06-28,Pesan jam tangan Casio online,Shopping,expense
2024-10-23,Beli hadiah ulang tahun,Shopping,expense
2025-06-13,Beli obat di apotek Kimia Farma,Health & Medical,expense
2024-11-23,Beli tiket konser musik,Entertainment,expense
2025-05-13,Tes antigen di klinik terdekat,Health & Medical,expense
2025-02-07,Dinner di restoran Jepang,Food & Dining,expense
2025-04-05,Top up pulsa Telkomsel,Bills & Utilities,expense
2025-04-12,Cek kesehatan di RS Hermina,Health & Medical,expense
2024-12-27,Bayar tol JORR,Transportation,expense
2025-04-15,Parkir di Mall Kelapa Gading,Transportation,expense
2024-11-14,Langganan Netflix bulanan,Entertainment,expense
2024-10-30,Gaji proyek freelance,Salary,income
2025-06-04,Bonus akhir tahun,Salary,income
2025-05-29,Pembayaran tagihan PLN,Bills & Utilities,expense
2025-09-19,Beli kopi di Starbucks,Food & Dining,expense
2025-03-11,Belanja baju di H&M,Shopping,expense
2025-02-27,Tunjangan transportasi kantor,Salary,income
2025-09-27,Tunjangan transportasi kantor,Salary,income
2024-11-17,Nonton di XXI Mall of Indonesia,Entertainment,expense
2025-10-15,Top up pulsa Telkomsel,Bills & Utilities,expense
2025-05-29,Biaya konsultasi dokter umum,Health & Medical,expense
2025-10-17,Langganan Netflix bulanan,Entertainment,expense
2025-02-08,Gaji Bulanan PT Astra,Salary,income
2024-12-28,Pembayaran tagihan PLN,Bills & Utilities,expense
2025-07-14,Isi bensin di SPBU Pertamina,Transportation,expense
2024-10-26,Beli game di Steam,Entertainment,expense
2024-12-22,Tunjangan transportasi kantor,Salary,income
2025-10-12,Beli vitamin di Guardian,Health & Medical,expense
2024-11-27,Dinner di restoran Jepang,Food & Dining,expense
2024-12-06,Dinner di restoran Jepang,Food & Dining,expense
2024-12-13,Langganan Netflix bulanan,Entertainment,expense
2025-03-24,Beli gadget di Shopee,Shopping,expense
2024-12-29,Dinner di restoran Jepang,Food & Dining,expense
2024-11-26,Nonton di XXI Mall of Indonesia,Entertainment,expense
2024-10-26,Bayar tol JORR,Transportation,expense
2025-06-04,Isi bensin di SPBU Pertamina,Transportation,expense
2025-09-08,Belanja baju di H&M,Shopping,expense
2025-05-20,Nonton di XXI Mall of Indonesia,Entertainment,expense
2025-02-10,Parkir di Mall Kelapa Gading,Transportation,expense
2025-01-01,Gaji Bulanan PT Astra,Salary,income
2025-08-19,Beli obat di apotek Kimia Farma,Health & Medical,expense
2025-04-19,Beli game di Steam,Entertainment,expense
2025-01-01,Top up pulsa Telkomsel,Bills & Utilities,expense
2025-09-17,Pesan makanan lewat GoFood,Food & Dining,expense
2025-08-01,Bonus akhir tahun,Salary,income
2025-08-29,Bayar tol JORR,Transportation,expense
2025-09-24,Beli sepatu di Tokopedia,Shopping,expense
2025-07-14,Belanja baju di H&M,Shopping,expense
2025-01-26,Bayar tol JORR,Transportation,expense
2025-03-22,Beli game di Steam,Entertainment,expense
2025-02-21,Langganan Netflix bulanan,Entertainment,expense
2024-12-18,Langganan internet Indihome,Bills & Utilities,expense
2025-09-13,Dinner di restoran Jepang,Food & Dining,expense
2025-07-19,Naik Gojek ke kantor,Transportation,expense
2025-04-02,Tunjangan transportasi kantor,Salary,income
2025-08-09,Dinner di restoran Jepang,Food & Dining,expense
2025-07-28,Top up pulsa Telkomsel,Bills & Utilities,expense
2025-06-20,Nonton di XXI Mall of Indonesia,Entertainment,expense
2024-10-30,Beli obat di apotek Kimia Farma,Health & Medical,expense
2024-10-29,Naik Gojek ke kantor,Transportation,expense
2024-11-11,Belanja baju di H&M,Shopping,expense
2025-07-08,Gaji proyek freelance,Salary,income
2025-05-22,Beli hadiah ulang tahun,Shopping,expense
2024-12-03,Langganan internet Indihome,Bills & Utilities,expense
2025-07-24,Langganan Spotify Premium,Entertainment,expense
2025-03-13,Isi bensin di SPBU Pertamina,Transportation,expense
2024-12-01,Tunjangan transportasi kantor,Salary,income
2025-01-09,Isi bensin di SPBU Pertamina,Transportation,expense
2025-05-10,Tiket KRL Bekasi-Jakarta,Transportation,expense
2025-03-29,Naik Gojek ke kantor,Transportation,expense
2025-02-21,Beli game di Steam,Entertainment,expense
2024-12-05,Bonus akhir tahun,Salary,income
2025-06-11,Pembayaran tagihan PLN,Bills & Utilities,expense
2024-11-19,Bayar tol JORR,Transportation,expense
2024-12-22,Belanja baju di H&M,Shopping,expense
2025-10-16,Bonus akhir tahun,Salary,income
2025-07-03,Bonus akhir tahun,Salary,income
2025-07-13,Beli hadiah ulang tahun,Shopping,expense
2025-01-15,Cek kesehatan di RS Hermina,Health & Medical,expense
2025-03-08,Belanja baju di H&M,Shopping,expense
2024-11-06,Langganan Netflix bulanan,Entertainment,expense
2025-03-10,Pesan jam tangan Casio online,Shopping,expense
2025-03-05,Naik Gojek ke kantor,Transportation,expense
2025-09-08,Langganan Spotify Premium,Entertainment,expense
2025-06-12,Gaji proyek freelance,Salary,income
2024-11-19,Tiket KRL Bekasi-Jakarta,Transportation,expense
2025-01-15,Bayar iuran kebersihan bulanan,Bills & Utilities,expense
2025-03-01,Belanja baju di H&M,Shopping,expense
2025-08-11,Beli obat di apotek Kimia Farma,Health & Medical,expense
2025-02-15,Langganan Netflix bulanan,Entertainment,expense
2024-10-23,Langganan Spotify Premium,Entertainment,expense
2025-02-24,Gaji Bulanan PT Astra,Salary,income
2025-04-26,Gaji proyek freelance,Salary,income
2025-01-21,Bayar tagihan air PDAM,Bills & Utilities,expense
2025-08-01,Beli obat di apotek Kimia Farma,Health & Medical,expense
2025-02-13,Beli vitamin di Guardian,Health & Medical,expense
2025-05-23,Belanja baju di H&M,Shopping,expense
2025-03-09,Beli tiket konser musik,Entertainment,expense
2025-08-10,Beli obat di apotek Kimia Farma,Health & Medical,expense
2025-07-06,Beli sepatu di Tokopedia,Shopping,expense
2025-01-21,Langganan Netflix bulanan,Entertainment,expense
2024-11-14,Beli jajanan di Indomaret,Food & Dining,expense
2025-06-17,Pembayaran tagihan PLN,Bills & Utilities,expense
2025-03-30,Cek kesehatan di RS Hermina,Health & Medical,expense
2025-08-01,Beli sepatu di Tokopedia,Shopping,expense
2025-04-28,Pembayaran tagihan PLN,Bills & Utilities,expense
2025-08-06,Pesan makanan lewat GoFood,Food & Dining,expense
2025-09-05,Cek kesehatan di RS Hermina,Health & Medical,expense
2025-04-28,Dinner di restoran Jepang,Food & Dining,expense
2025-01-30,Parkir di Mall Kelapa Gading,Transportation,expense
2025-02-24,Langganan Spotify Premium,Entertainment,expense
2025-05-19,Makan siang di Warteg Bu Siti,Food & Dining,expense
2025-07-26,Bonus akhir tahun,Salary,income
2025-04-11,Beli sepatu di Tokopedia,Shopping,expense
2025-03-28,Gaji proyek freelance,Salary,income
2025-07-20,Bonus akhir tahun,Salary,income
2025-06-30,Dinner di restoran Jepang,Food & Dining,expense
2025-10-21,Bonus akhir tahun,Salary,income
2024-11-13,Beli sepatu di Tokopedia,Shopping,expense
2025-05-21,Beli jajanan di Indomaret,Food & Dining,expense
2025-06-13,Beli tiket konser musik,Entertainment,expense
2025-08-15,Langganan Netflix bulanan,Entertainment,expense
2024-12-29,Pendapatan tambahan dari klien,Salary,income
2024-11-29,Beli game di Steam,Entertainment,expense
2024-11-22,Bayar tol JORR,Transportation,expense
2025-02-20,Bayar tagihan air PDAM,Bills & Utilities,expense
2025-04-01,Beli gadget di Shopee,Shopping,expense
2025-10-15,Beli vitamin di Guardian,Health & Medical,expense
2025-04-02,Cek kesehatan di RS Hermina,Health & Medical,expense
2025-02-18,Top up pulsa Telkomsel,Bills & Utilities,expense
2024-12-30,Bonus akhir tahun,Salary,income
2024-12-16,Tes antigen di klinik terdekat,Health & Medical,expense
2025-01-14,Makan siang di Warteg Bu Siti,Food & Dining,expense
2025-03-31,Langganan internet Indihome,Bills & Utilities,expense
2025-07-23,Pembayaran tagihan PLN,Bills & Utilities,expense
2025-06-10,Belanja baju di H&M,Shopping,expense
2025-03-06,Pesan jam tangan Casio online,Shopping,expense
2024-12-07,Beli obat di apotek Kimia Farma,Health & Medical,expense
2025-10-17,Pesan makanan lewat GoFood,Food & Dining,expense
2024-11-11,Langganan Spotify Premium,Entertainment,expense
2025-01-05,Pesan makanan lewat GoFood,Food & Dining,expense
2025-04-22,Bonus akhir tahun,Salary,income
2024-11-16,Bayar iuran kebersihan bulanan,Bills & Utilities,expense
2025-03-04,Beli tiket konser musik,Entertainment,expense
2024-11-06,Biaya konsultasi dokter umum,Health & Medical,expense
2025-08-02,Langganan internet Indihome,Bills & Utilities,expense
2025-02-26,Langganan Spotify Premium,Entertainment,expense
2024-12-13,Gaji proyek freelance,Salary,income
2024-12-23,Biaya konsultasi dokter umum,Health & Medical,expense
2025-02-12,Gaji Bulanan PT Astra,Salary,income
2025-05-15,Beli kopi di Starbucks,Food & Dining,expense
2025-08-16,Beli sepatu di Tokopedia,Shopping,expense
2024-11-29,Tiket KRL Bekasi-Jakarta,Transportation,expense
2025-01-31,Gaji Bulanan PT Astra,Salary,income
2024-12-26,Beli game di Steam,Entertainment,expense
2024-12-23,Tunjangan transportasi kantor,Salary,income
2024-11-16,Gaji proyek freelance,Salary,income
2025-05-31,Beli jajanan di Indomaret,Food & Dining,expense
2025-07-03,Beli vitamin di Guardian,Health & Medical,expense
2025-10-06,Gaji proyek freelance,Salary,income
2025-04-21,Bayar tagihan air PDAM,Bills & Utilities,expense
2025-03-11,Beli kopi di Starbucks,Food & Dining,expense
2025-01-06,Pesan jam tangan Casio online,Shopping,expense
2025-09-04,Pendapatan tambahan dari klien,Salary,income
2025-09-18,Isi bensin di SPBU Pertamina,Transportation,expense
2025-05-20,Pesan jam tangan Casio online,Shopping,expense
2024-11-22,Parkir di Mall Kelapa Gading,Transportation,expense
2025-05-06,Tunjangan transportasi kantor,Salary,income
2025-02-01,Dinner di restoran Jepang,Food & Dining,expense
2025-02-26,Langganan Spotify Premium,Entertainment,expense
2024-10-31,Langganan Spotify Premium,Entertainment,expense
2025-06-24,Top up pulsa Telkomsel,Bills & Utilities,expense
2025-04-16,Parkir di Mall Kelapa Gading,Transportation,expense
2025-04-04,Bayar tol JORR,Transportation,expense
2025-01-22,Top up pulsa Telkomsel,Bills & Utilities,expense
2025-08-23,Tunjangan transportasi kantor,Salary,income
2025-03-14,Makan siang di Warteg Bu Siti,Food & Dining,expense
2025-07-20,Gaji proyek freelance,Salary,income
2025-02-18,Beli hadiah ulang tahun,Shopping,expense
2025-02-25,Makan siang di Warteg Bu Siti,Food & Dining,expense
2025-03-07,Nonton di XXI Mall of Indonesia,Entertainment,expense
2025-02-11,Naik Gojek ke kantor,Transportation,expense
2025-04-21,Parkir di Mall Kelapa Gading,Transportation,expense
2025-01-20,Biaya konsultasi dokter umum,Health & Medical,expense
2025-04-02,Beli jajanan di Indomaret,Food & Dining,expense
2025-08-20,Cek kesehatan di RS Hermina,Health & Medical,expense
2025-08-08,Tunjangan transportasi kantor,Salary,income
